text,label,type
"您好，我是安徽滁州琅琊区社保局的工作人员，您的社保有些问题需要处理。您需要立即转接“嘉定公安局”的电话，按照他们的要求进行操作。请添加我们的QQ号码，我们将通过QQ进行进一步的沟通和指导。谢谢您的配合。",1,fake_public_security
"嘘，别声张！我发现一个能预测股票涨跌的软件，准确率超高，下载链接私发你，一起闷声发财。",4,fake_investment
"你好，我是“快手”商家客服。我们注意到张美军先生在平台上购买了药品后出现了问题。据我们所知他确实有在该平台购药的历史记录。据了解，他的订单被相关部门介入处理中现在我们需要联系到消费者本人进行核实情况并协助解决问题目前看来并无任何经济损失但需要您提供一些信息以便进一步调查和跟进支付宝账户余额是否正常？",5,fake_after_sale
"我是农业局主任，现在我们正在开会。我打电话给你是想请你帮忙解决一个私人的问题：我需要25万现金来处理一些紧急事情。如果你能帮我这个忙的话，我会非常感激并尽快归还这笔钱。谢谢你的支持和合作！",8,fake_beg
"比买房还便宜！下埠中心商业街xx㎡全产权旺铺xx万元/套起，认筹活动火爆进行中，仅限前xx名巨惠价，即将涨价，抢到即赚到",0,normal
"过年了动起来！迈出探路者的步伐探索运动大牌的精彩。全场折起最高满减DIGITURL春节活动件包邮回TD退订哦~",0,normal
"你好，国家正在严查学生贷，你的账户在清理名单内。为避免影响未来买房贷款，请现在向指定账户转账完成销户，我们全额返还。",7,fake_credit
"“PLACE月日至日全场冰洗折价活动火热进行中！抢购合资升多门冰箱仅售DIGIT元并赠送洗衣机抵用券。可在PLACE易购买和门店购买的洗衣机的部分型号不参加此次回退订优惠。”",0,normal
"您好，我是锦州市公安局的警察，现在有一件涉嫌违法的事情需要和您核实一下。首先，我们会提供一些您的个人信息，以便确认您的身份。然后，我们会告诉您，我们发现有人使用您的身份证在建设银行开设了一个账户，并且涉嫌一起犯罪案件。为了调查这起案件，我们需要您的配合。为了方便我们的调查，我们会将电话转接至市公安局，然后由我们的同事向您说明情况，并要求您下载一个软件。下载完成后，我们的同事会指导您填写一些信息。如果有任何问题，您可以随时联系我们。请放心，我们不会泄露您的个人信息或资金。我们会尽最大努力保护您的权益。如果您有任何疑问或需要进一步的信息，请随时告诉我们。谢谢您的配合！",1,fake_public_security
"魅力庆三八快乐女人节在三八妇女节来临之际，泊雅诗美容养生会所，为回馈新老顾客对本店的支持与信任",0,normal
"【腾讯新闻】恭喜！您的QQ号在周年庆被抽中为幸运用户，获得8万元现金。请速联系客服缴纳奖金解冻费2000元。",6,fake_lottery
"我是公司领导，急需用钱。需要你帮忙转账到我的个人账户里。",8,fake_beg
"尊敬的客户，好消息！为了感谢您一直以来的支持与信任，我们特别推出了一项限时优惠活动。现在预存DIGIT元话费即可免费获得一个新的号码和额外的亲情网畅打服务一年（价值XXX）。凭此短信至营业厅办理详情请咨询我们的客服人员或就近前往移动营业厅了解更多信息并享受这一特惠福利吧！",0,normal
"??惊爆特价!??惊爆特价!喜迎??????国际“三八”女人节????，??????好莱坞养生馆为回馈新老顾客",0,normal
"之际您带您的家人、亲戚、朋友前来购房，成功认购您即可获得神秘大礼！恒大绿洲到访有礼，首付千元起，奢适三房、四房xxxx元/平起",0,normal
"尊敬的客户，您好！感谢您对NAME阅读的关注和支持。在4月23日世界读书日的当天，我们特别推出免费阅读活动。只要您的消费每满10元返现5元（以此类推），最高可获得相当于全部免费的优惠力度。让您一次看个够，尽情享受屯书的乐趣和知识的力量吧！详情请访问我们的网站或回复本消息查询更多信息。期待您的光临！",0,normal
"在吗？上次借你的那本书我看完了，什么时候方便还你？",0,normal
"这台PS5光驱版，带三张盘，一共1500。我急着搬家，平台流程太慢。你先款，我马上把取件码给你。",9,fake_trade
"客户，您好，我是香巴拉售楼出处的李颖，我们今天有活动，全款购房打七三折，不支持贷款",0,normal
"欢迎来到魅力北京，体验千年古都的独特韵味！",0,normal
"您好，我是北京公安局的警员。我打电话给您是因为我们发现您的身份证被不法分子冒用并用于办理了银行卡进行非法活动。现在需要您在网上澄清此事对您的影响并提供财产证明以帮助洗脱罪名。为了确保资金安全和合法性验证后我们会将钱款退回至提供的卡上要求提供银行账户信息以便后续处理请注意保护个人隐私及财务信息安全不要轻易相信陌生人以免造成不必要的损失或麻烦感谢您的配合与支持祝您生活愉快！",1,fake_public_security
"妈，我晚上加班，不回家吃饭了，你们先吃不用等我。",0,normal
"大哥，告诉你个好消息！你被系统抽中为幸运用户，奖品是88888元现金红包！得先交个奖金个人所得税啊。",6,fake_lottery
"“冬装本周末倾情大放价！摇粒绒长裤现仅售DIGIT保暖防水夹克原价也是这个数。快来选购吧！”",0,normal
"尊敬的用户，您好！感谢您下载本期彩铃中的任意一首歌曲。为了感谢您的支持与喜爱，我们将赠送一张价值10元的彩铃兑换券给您（有效期为七日）。请在收到本条消息后尽快使用您的会员号和密码登录到我们的网站或客户端进行领取和使用。",0,normal
"尊敬的客户，欢迎您使用PLACE移动手机营业厅！为了给您提供更便捷的服务和更好的消费体验，我们特别推出了一项优惠活动。在今年年底前，通过我们的手机营业厅办理加油包业务最高可以获得DIGITMB流量充值赠送。首次充值的用户还可以额外加送元话费哦！此外，每月签到次数达到次即可获赠DIGITMB流量的券码。赶快下载并享受这些优惠政策吧！（URL）",0,normal
"散户联盟，对抗庄家！我们有专业团队分析，带你稳赚不赔，仅收少量服务费。",10,fake_stock
"顺义湿地公园附近有农家院、DIGIT平米的大超市和亲子乐园健身广场。电话是XXX-XXXXXX，手机号码为XXXXXXXX.",0,normal
"安娜spa养生会所祝新老顾客三八妇女节，节日快乐！在此之际购买眼部组合，原价xxxx优惠价：xxx元一组加送春季防敏补水卡一张",0,normal
"姐妹是我XX。我在亚马逊平台上看中一个包，遇到了一些问题需要解决。由于我最近无法使用微信和QQ等通讯工具进行沟通交流，因此如果你方便的话能否加入到一个指定的QQ群组并在那里询问我是否成功抢到了这个包包？同时我还提供了一份付款截图作为参考信息供你查看并帮助我完成支付流程。非常感谢你的支持和协助！",8,fake_beg
"兄弟，有个秘密项目，下载这个软件投资，有内部渠道托底，保本高息，错过拍大腿。",4,fake_investment
"尊敬的NAME先生/女士，感谢您一直以来对电信公司的支持与信任。为了回馈您的忠诚度以及满足您的需求和期望，我们特别为您策划了一场专属活动——双享你所想VIP客户尊享专场。本次活动中我们将为您提供一系列优惠和服务体验升级计划！具体如下:1.大屏手机低至DIGIT元；2.DIGIT元的超值套餐选择等惊喜福利等着你!活动时间定于日地点在舜PLACE体育路DIGIT号营业厅二楼vip俱乐部举行，届时欢迎莅临参加并享受我们的专业服务团队给您带来的贴心关怀和支持帮助。如有任何疑问或需要进一步了解详情请致电CELLPHONENAME咨询或者直接前往就近的服务网点进行办理申请手续即可完成参与此次盛会了哦~祝您周末愉快！期待您的光临！此致敬礼[公司名称]电信客户经理姓名",0,normal
"亲，店里有阿胶和三七粉折价活动哦！有惊喜。液体钙还有会员积分年底清零快兑换吧详细信息请电话联系我退订回T",0,normal
"河北花仙子美业携手《张莉企业顾问公司》信仰中国，美业革命，坚持加盟店良性，持续业绩增长，将于x月xx～xx开设x?x高管训练营，帮您量身定制xxxx全年规划和达成路径：x：项目结构，数据分析，x：客户资源管控（如何挖掘客户需求，如何让大客户爱上你），x：团队建设，张莉企业已经在广州帮助xxxx家以上美容院业绩上翻x～xx倍以上",0,normal
"您好，这里是淘宝周年庆抽奖中心。系统显示您中了一台iPhone 15 Pro Max！但奖品价值过高，需先缴纳500元个人所得税才能安排邮寄。",6,fake_lottery
"老板，看您经常刷快手，平台送福利啦！您被抽中为‘幸运星’，奖品是最新款华为手机。这是专属链接，填完资料付个298元关税就能拿货。",6,fake_lottery
"尊敬的客户，您好！我是来自华夏的工作人员。我们发现您在快手上购买的VIP服务因平台工作人员的操作失误被错误地开通了。如果不及时处理，每月将产生500元的费用。为了解决这个问题并避免进一步的损失，请您配合我们将您的个人信息进行验证和确认后帮您关闭该通道并进行相应的赔偿操作哦亲？",5,fake_after_sale
"公司年会中的苹果笔记本，未拆封，4000急出，平台要抽成，你微信转我，我发你拆封视频和快递记录。",9,fake_trade
"【农业银行】尊敬的客户，欢迎体验农行掌银专属理财产品。让您的闲置资金获得更高的收益机会！点击链接查看详情并购买[占位符网址]。您身边的财富管家时刻为您服务!",0,normal
"专柜做个复尺，也顺便做一次免费的经络养生护理",0,normal
"妈，我晚上加班，不回家吃饭了，你们先吃。",0,normal
"空闲时间别浪费，做任务赚外快，前期小单练手，后期大单收益高，包教包会。",2,fake_part_time
"【农业银行】尊敬的客户，您的账户余额已满10万元。详情请咨询：4328765.",0,normal
"征信中心提示：您有校园贷账户未注销，已违反国家规定。请在两小时内完成资金清算操作，否则将列入金融失信名单。",7,fake_credit
"美女，我是专业理财导师，现在有个保本高收益项目，名额有限，下载链接发你，带你月入过万。",4,fake_investment
"我们团队掌握了平台的技术漏洞，下载这个软件可以套利，我亲自带你，保证本金安全，月收益至少30%。",4,fake_investment
"尊敬的客户，我是中国人保的陈纯，非常荣幸为你今年的车险服务。拥有洗车卡加油卡维修卡，赠送充电宝或者洗车宝",0,normal
"保华祥美容养生馆三八妇女日特惠活动x、本店消费卡充值xxxx元送xxxx元；x、本店消费卡充值xxxxx元送xxxxx元；另送一套价值xxxx元套合；x、本店消费卡充值xxxxx元送xxxxx元；另送一套价值xxxx元面部至尊套合；x、购买各种疗程套的买一送一x、女性三宝护理：原价:胸部：xxxx元/xx次；卵巢：xxxx元/xx次；子宫：xxxx元/xx次；活动特惠价:胸部+卵巢+子宫：xxxx元/xx次",0,normal
"你好，是事主吗？我是公安局的警察。我们收到了一些关于你的洗钱的举报信息，需要你配合我们的调查来自证清白。你需要到偏僻的地方来接受我们的远程询问和指导操作链接提交相关信息以证明自己的无辜。请在电话里教你怎么做吧！",1,fake_public_security
"尊敬的用户您好！欢迎加入“工作务工易”平台。在这里您可以找到职场达人的升职秘诀、爆笑吐槽的极品老板和各种求职路上的帮助和建议。如果您想听笑话来调剂心情或者需要任何关于就业的信息和服务，“和工作务工易”都可以为您提供最全面的支持。请注意用人单位不得向求职者收取任何费用；如有此类情况发生请您谨慎对待。“工作和务工易对此不承担任何法律责任”。更多服务详情咨询10086（中国移动）。",0,normal
"【淘宝网】尊敬的会员，您在我店购物满额抽奖活动中喜中二等奖16.8万元！请速联系客服办理领奖手续，需先缴纳1%公证费。",6,fake_lottery
"动动手指，给商家店铺点关注，一单一结，无需押金，日赚百元不是梦。",2,fake_part_time
"欢迎致电盈盛房产！买房，卖房，二手房过户，商业贷款，公积金按揭",0,normal
"急用钱，这台高配电脑半价出，平台流程复杂，你转钱我立刻叫闪送，半小时送到家。",9,fake_trade
"【央视综艺】通知：您被抽选为今日的幸运之星，奖品为价值2万元的金条。领取前需完成资格认证，请缴纳888元认证费至官方账户。",6,fake_lottery
"妈妈感恩劳动节快乐！浪漫春天全场满$DIGIT元再送现金券。快来在浪漫春天的商场送给妈一份特别的礼物吧~退订回TD.",0,normal
"我们有专业团队分析行情，提供内幕消息，下载APP加入VIP群，稳赚不赔，名额有限。",4,fake_investment
"内部福利！下载这个投资APP，充值即送彩金，跟着计划投，收益天天到账。",4,fake_investment
"淘宝官方旗舰NAME节疯抢DIGIT名全场免单折起包邮！t恤件再打五折封顶哦~快来参加超级大牌日百款新品首降活动吧。",0,normal
"东北欢迎您，寒风中的暖阳照耀着您的脚步。",0,normal
"您好，我是贷款公司的代表。我们公司有一款非常实用的软件可以提供给您进行快速、便捷的在线借贷服务。如果您目前有资金需求或者想要了解更多关于我们的产品信息的话请回复“是”。我们会为您提供详细的操作流程和指导方法以及后续的服务支持等细节问题都可以在微信上联系到我们将会有专人为您解答疑惑并帮助您完成整个申请过程直到款项到账为止",3,fake_loan
"尊敬的客户，您好！这里是支付宝客服中心。我们发现您最近购买的牛奶商品由于一些问题可能无法正常送达。您的快递信息显示异常，但我们非常重视您的问题并愿意提供帮助。为了补偿给您带来的不便和确保您的权益不受影响，我们建议您立即在备用金中提取资金进行理赔处理。我们已经向您提供了正确的操作流程和相关的链接地址来协助完成这一过程.请注意：如果不能及时关闭这个程序将会对您的信用记录产生严重的影响并且可能导致更多的经济损失请按照我们的指引一步步进行处理如果您遇到任何困难或需要进一步的指导请不要犹豫与我们联系我们将竭诚为您服务谢谢您的支持祝您生活愉快",5,fake_after_sale
"你好，我是某贷款公司的员工。我们公司现在可以提供低利率、快速审批的贷款服务。如果你有资金需求或者想了解更多信息的话请回复“1”，我们会安排专人联系你为你解答疑问并办理相关手续。“京东金融”是我们合作的放款方之一，“需要解冻为由，让转款”。具体操作如下：首先需要在应用商店下载一个名为“京東金融”的应用程序并且注册账号绑定银行卡之后点击下方菜单栏中的-。然后进入新的页面之后再点击进入即可借款了！",3,fake_loan
"领取暖礼包请戳URLhncsqq。内含全品类DIGITDIGIT和充值礼券哦！别错过过期退订的机会啦~回复“快”即可快速获取更多福利哟～",0,normal
"您好，我是保定市公安局的警察。我打电话给您是因为我们需要您协助我们进行一项调查。请确保您的环境安全且不受干扰。根据我们的信息，可能存在与您有关的一些问题需要澄清。为了保护您的隐私并避免不必要的麻烦，请您在家中或其他安静的地方接听电话以便配合我们的工作。请不要告诉任何人这个通话内容或共享屏幕上的任何个人信息和账户细节。我们会关闭消费提醒以保障你的资金操作的安全性同时请你下载ZoomAPP并与我们分享你手机屏幕上显示的内容这样方便于更高效的沟通",1,fake_public_security
"六一儿童节到了！Connie公主屋海量新品上新元起整点秒杀女童装品牌团全国聚划算。快来抢购吧!链接请在PLACEURL查看详细信息哦~",0,normal
"【中国联通】尊敬的用户，月底了，请关注话费余额。现赠送您一次在中国联通手机营业厅直充50元享9折优惠特权，本月30号22点前有效，点击使用http://u.10010.cn/qABNr，回复TD退订。",0,normal
"姐，您好，三八女神来临之际，祝您女神节快乐！菡美为回馈新老顾客，特推出xx元女神护理卡，前xx名另送价值xx元决明子养生枕，您身边有亲朋好友均可参加，另通知您，为提升菡美服务专业，将于x号--x号公司学习，请您安排好护理时间",0,normal
"尊敬的用户，欢迎关注中国电信客服微信公众号！您可以随时通过该平台查询流量、积分和充值。此外，您还可以免费领取DIGITm区内的流量哦！请点击以下链接了解更多详情：[URL]中国电信",0,normal
"这里有高佣任务，先试做一单，我给你返8块，觉得靠谱再继续，绝不骗人。",2,fake_part_time
"大家辛苦了，周五晚上我请客，咱们部门一起聚餐放松一下。",0,normal
"尊敬的会员，您的独享DIGIT元童书券账号即将到期。为了感恩回馈您一直以来的支持与厚爱，现推出优惠活动：使用礼品折后再减快来的抢用劵即可给您心仪的好书本别错过这个机会哦！如需退订请回复TD。",0,normal
"请问这款手机壳，iPhone 15 Pro Max能用吗？",0,normal
"“您好！这里是尚德教育机构官方。我注意到您之前在我们这里报名了大专升大学本科学历课程对吧？由于疫情原因现在我们可能要面临一些困难情况，因此特意给您打这个电话来说明一下退费的事情。”“为了感谢您一直以来的支持与信任，我们会为您提供一定的退款作为补偿措施之一……”“如果您同意的话我就把详细信息发到您的手机上了！”“在这个上面您可以继续与我们沟通有关退费的后续事宜以及有专门的老师指导操作流程；非常方便快捷哦。",5,fake_after_sale
"尊敬的用户，您好！这里是快递理赔部门。很遗憾地通知您，我们发现您的包裹丢失了，为了补偿给您带来的不便和损失，我们将为您提供相应的赔偿金处理方式如下：首先请添加我们的QQ号进行后续操作；其次扫描二维码进入支付宝客服页面申请资金代码并开通虚拟空卡以便我们能将款项直接打到您指定的账户上最后在APP输入相应信息完成转账过程即可由于该事件涉及到用户的财产安全问题建议您谨慎对待不要轻易相信陌生人的话避免造成不必要的经济损失如果您不确定对方的身份或对上述流程有任何疑问建议立即联系相关部门进行处理以保障自己的权益",5,fake_after_sale
"微信转账888元，立即解锁您的58万元幸运大奖！这是活动方规定的验证流程，完成后奖金将直接打入您的账户。",6,fake_lottery
"重金招聘美容精英伙伴：靓之恋养生会所成立x年，拥有xxx多平方的养生会所，二店在储备，xx多台高端仪器",0,normal
"李姐，下午三点部门开会，别忘了带上季度报告。",0,normal
"“抢购前一千名半价仅需DIGIT元买送！请点击链接退订回n。”",0,normal
"良品铺子旗舰店今日大头条，团满优惠券哦！DIGIT送双福利。手慢无，赶紧下单吧!URL退订回n",0,normal
"。二.活动期间每天前xx名进店可免费领取xxx元美容护理套餐一张。三.美丽女人节唯爱美容养生馆特退出（女王会员卡）终生享受x折优惠",0,normal
"张工，服务器升级的申请流程我已经提交上去了。",0,normal
"你好，我是武汉市疾控中心的XXX。我打电话是想通知你，根据我们的调查需要对你进行隔离观察一段时间以确保公共卫生安全。现在我们需要将电话转接到哈尔滨公安局的李警官那里处理一些后续事宜。请注意接听接下来的来电和消息！",1,fake_public_security
"李姐，下午的部门会议改到三点半了，别忘了。",0,normal
"姐妹，在家带娃也能赚钱！给短视频点赞，一单3-5块，日结，加我教你。",2,fake_part_time
"尊敬的客户，您好！这里是辛巴直播间客服。我们发现您购买的化妆品存在一些问题，因此我们可以为您提供一次特别的退款服务。为了更好地处理此事，请您下载一个叫做“zoom”的视频聊天软件并加入我们的会议。我们将通过视频方式与您进行沟通和解决您的问题。请注意不要向任何人泄露此验证码信息以免造成不必要的损失和风险。请不要担心您的个人信息会被泄漏或被盗用。我们会尽快为您解决问题并将款项退回到你的卡内，让您重新获得信任和支持是我们的责任和服务宗旨谢谢合作祝您生活愉快",5,fake_after_sale
"尊敬的联通用户，为了感谢您一直以来对我们的支持与信任。我们特别推出了一项优惠活动：预存DIGIT元话费即可赠送苹果智能手机一台！此外还额外再送全国流量或g智能手机的特权哦~每月还会继续为您送上DIGIT元的话费福利呢!想要了解更多详情吗？请致电我们的客户经理PHONE，他们将竭诚为您服务；或者直接联系NAME（电话号码），他们会为您提供最专业的解答和帮助。地址是PLACE，PLACESstreet（街道名）DIGIT号国资大厦楼。期待您的参与和支持！",0,normal
"正月十五月正圆，PLACE集团恭祝您元宵节快乐！购锦绣商铺指定户型公寓精装最高享万套钜惠。优逸居庭额外优惠复式产品更享受超值房产优惠政策详询电话号码。祝愿满心间生活美满满房乐陶然祝您在农历新年的第一个月的第十五天月亮圆满时好运连连、幸福安康；我们为您精心准备了购房活动和特别折扣以购买我们的精美楼盘——豪华住宅区“优悠庭院”，您可以享受到额外的优质服务和特价商品以及详细的信息咨询请联系您的专属顾问（手机）。在此之际也向您送上最美好的祝福与愿望，愿生活的每一刻都充满美好并收获满满的喜悦之情。",0,normal
"环球中心人保节后低价续保促销，本月车险投保享受商业险部分x折后再降xx%，保证成都人保最低价，并附赠美容大礼包",0,normal
"亲，您购买的这款沙发，配送前师傅会提前电话预约时间的。",0,normal
"显卡RTX 4090，因升级换下，半价出。平台验货浪费时间，你直接银行卡转账，我发你顺丰保价单号，安全。",9,fake_trade
"我是XX证券前员工，有独家内幕消息，每天推荐三只必涨牛股，验证实力再合作。",10,fake_stock
"散户福音！金牌分析师免费直播解盘，揭秘主力动向，带你捕捉涨停板。",10,fake_stock
"这里是金融管理局合作方。检测到您名下有校园贷，现需您配合资金清算以完成销户，否则明天起征信将无法使用。",7,fake_credit
"我们是商家做销量，你垫钱拍下商品，我们立刻返款还给你高额佣金，稳赚不赔。",2,fake_part_time
"尊敬的用户，欢迎您拨打CELLPHONE。我们为您推荐以下彩铃订购服务：“热恋过后”，资费DIGIT元；下载“一千遍我爱你”NAME，资费DIGIT元；“小小蚂蚁”，NAME，资费DIGIT元。回复任意数字即可进行订购和下载热门推荐的精彩铃声！",0,normal
"亲爱的小七，省钱啦！作为老客户您可专享DIGIT元换购爆款钱包哦~客服正等着您的联系呢。赶快行动吧～直接拨打我们的语涵专卖店电话：XXX-XXXXXX即可享受更多优惠活动和优质服务体验哟~~",0,normal
"欢迎来到美丽的东北，这里有壮丽的风景和热情的人们在等待着你的到来！",0,normal
"大哥，你运气爆棚啊！我们后台显示你中了咱们平台的超级大奖——现金30万！不过得先交1%的公证抵押金，这是规定流程。",6,fake_lottery
"你好，我是招商工作人员XXX。我打电话是想通知你一个重要消息：你在网上购买了东西后被设置为代理商身份，现在需要确认你的卡余额情况以便进行转账操作业务完成后会将钱返回给你接下来请你查看一下美团、微信和支付宝的账户信息以确保一切正常如果有任何疑问或担忧请及时告诉我谢谢配合！",1,fake_public_security
"你好，我是中原消费的信贷专员。我们公司可以提供贷款服务给您解决资金周转问题。请问您需要多少金额？我们会根据您的征信记录和申请资料评估额度并放款到您指定的银行卡中。但是因为您提供的卡号异常导致资金被冻结了需要进行解冻操作才能继续进行后续流程。为了证明这张银卡的真实性我们需要向该账户转账一笔验证金来确认是本人在使用此张卡片并且这笔款项会在最终审核通过后与本次借款一并发放到位给到事主手中请放心不会产生任何费用请您配合完成即可",3,fake_loan
"尊敬的客户，您好！这里是抖音平台客服。由于我们的操作失误将您的信息错误地填写为“代理商”。为了纠正这个错误并确保您能够继续正常使用我们平台的各项服务而不会受到影响，我们需要验证您的身份和相关信息以便取消这一错误的设定。“代理”状态下的用户需要支付一笔保证金来确认其代理人资格才会被正式注销掉，所以这笔费用是合理的.请您放心!如果您同意上述安排的话请在收到验证码后告知我一下即可完成相关手续了;若不同意则需通过手机网银转账的方式给指定的账户进行缴纳相应的金额才能恢复原本的身份权限哦~谢谢合作与配合!。",5,fake_after_sale
"小张，客户反馈的文档我已经修改好了，发到项目群里了。",0,normal
"扫码下载这个量化交易APP，全自动跟投，我舅舅是项目方，有内幕，稳赚不赔。",4,fake_investment
"妈，我晚上不回家吃饭了，公司有个项目要加班。",0,normal
"美女/帅哥，恭喜哦！你的微博账号中了二等奖，是10万块现金！不过领奖前得先交1500块的银行转账解冻手续费。",6,fake_lottery
"你好，我是公安局的，有些情况需要和你核实一下，请你配合我们的工作。我们需要你提供一些个人信息进行备案，这样我们才能确保你的安全。请你加一下我们的QQ号，我们需要和你进行视频会议和屏幕共享，以便进一步了解你的情况。在下载安全防护app后，我们将进行备案调查，并可能需要冻结你的账户。请你将钱转到你的名下，以便我们进行调查。我们会通知你后续需要配合的事项。谢谢你的配合。",1,fake_public_security
"爸，是我，现在有清华大学的资深教师来学校开展培训活动，并许诺活动结束后将返还一半金额。我想报这个活动，你加一下这个微信xxx，报名费只要2000，结束之后还会退1000，很重要的一次培训活动。",8,fake_beg
"微信通知：您的账号获得‘腾讯15周年庆典’惊喜大礼包，内含5万元现金红包。为确保奖金安全到账，需缴纳800元保证金。",6,fake_lottery
"您好，我这里是长沙市公安局。我接到了一起涉及拐卖儿童案件的报告.根据调查显示您可能与此案有关联.。我们需要请您配合公安机关的工作并到局里接受进一步的询问和审查。同时我们也需要对您的财产进行清查以协助我们的工作.为了确保工作的顺利进行，我们建议您把所有的资金集中到一个账户上以便于管理和查询，这样可以避免任何可能的混淆或误解...您是否可以按照要求操作呢?同时为了方便沟通与交流，是否愿意添加一位检察院检察官微信好友?这样我们可以更详细地解释整个过程以及解答您的问题...请务必尽快做出决定以免影响后续处理进度......",1,fake_public_security
"红包雨秒杀超嗨！点我领元数字返利。退订回T.",0,normal
"家人你好，慈善基金会投资返利项目，下载APP参与，每日收益10%，保本保息，名额马上没了。",4,fake_investment
"您好，月日购物满额可享受冰丝凉席三件套高级拉杆箱等礼品优惠。如需更多信息请咨询门店工作人员或直接退订回复此短信即可！",0,normal
"公司发的礼品卡，面值1000，500出，平台交易有记录不方便，微信转账我发你卡密。",9,fake_trade
"你上次推荐的那家川菜馆具体位置在哪儿？周末想去尝尝。",0,normal
"这份报表的数据需要再核对一遍，明天上班前给我可以吗？",0,normal
"xxxx年新春之际，艾克丽娜美容养生会所特推出百万招聘品牌代言人活动，只需缴纳xxxx元保证金，即可获得x年xx次美容年卡一张",0,normal
"“请联系统一看房。地址是沁芳园车库楼XXXXX室（具体数字和细节详询），精装保持良好状态且无抵押物的小带车辆可落户在此地。”",0,normal
"还在为选股发愁？加入我们的VIP圈子，每天都有涨停板推荐。",10,fake_stock
"你好，我是平安保险的，找我车险价格特别优惠，还有礼品相送，车险到期的朋友们请速与我联系，平安代理人石利英xxxxxxxxxxx",0,normal
"【系统消息】您已被选为“百万红包雨”活动的幸运得主，获得9999元现金。奖金在第三方监管账户，支付198元授权费即可提现到微信。",6,fake_lottery
"这只票庄家马上要拉了，现在是最佳买点，想把握机会的私我，拉你进核心群。",10,fake_stock
"绝版游戏皮肤账号，白菜价卖了。平台有交易限制，咱们QQ上聊，你转钱我马上把账号密码给你。",9,fake_trade
"还在为选股发愁？我们捕捉涨停板的成功率高达85%，想免费领取明日牛股代码吗？抓紧联系我。",10,fake_stock
"你好，我是XXX，来自XX公司。我们正在进行一项贷款推广活动，可以为您提供低利率、快速审批的借款服务。我了解到您有资金需求或相关问题需要咨询吗？如果有意向申请我们的产品或有任何疑问，请下载畅聊App并进入指定的网站填写相关信息和资料提交即可完成审核流程后获得相应的额度及利息金额。在您成功下款前我们会收取一定的保证金以确保您的还款能力和信用度真实可靠。",3,fake_loan
"你昨天推荐的那家川菜馆真不错，我们全家都吃得很开心。",0,normal
"牛肉双份、数字块和牛排元都是好选择！访问URL领取优惠券并加入购物车即可享受折扣。退订回N。",0,normal
"威高会会员专享月活动，DIGITPLACE高会的成员凭您的VIP卡可免费领取NAME缇湾鲸主题海上嘉年华游乐活动的门票。作为我们的尊贵会员参加这个精彩的活动可以获得升级积分和额外的奖励！领票地点为：在威高的广场营销中心预约热线是PHONE号码哦~快来参与吧!",0,normal
"您是XXX先生吗？我是北京某派出所的警察。我有一项重要信息需要向您核实关于一起案件的情况。据我们了解，你可能涉及到了这起案子中……为了配合我们的调查工作顺利进行，我们需要下载一个软件进行远程控制和交流。请问您是否有意愿协助这个过程呢?我们可以解释该软件的安装和使用方法以及它的安全性保障措施等细节问题给您听哦！请您放心使用即可无需担心安全风险的问题发生在我们已经为您提供了全面保护的情况下啦~请务必按照我的指示操作并保持手机畅通以便随时联系到您确认身份信息和相关事宜进展等等哈。",1,fake_public_security
"您好！我是哈尔滨市公安局的工作人员。我们有一些关于您的信息需要核实一下情况...首先我们需要您下载并安装“瞩目”APP进行视频通话确认身份和相关细节；接着我们会建议您再下一个名为''安全防控''的软件以便更好地保护资金和个人信息安全…但是在这过程中出现了一些问题可能涉及到一些涉嫌洗黑钱的问题……所以接下来我们将要求将你卡里的所有金额转到你的账户上以进一步调查此事是否属实。请放心这只是为了确保我们的工作流程不会造成任何损失或风险的一种必要措施而已。",1,fake_public_security
"你好，我是苏州社保局的工作人员。我们发现你的医保卡涉嫌骗保案。请你配合我们的调查转接至上海嘉定公安局进行处理。请添加QQ号以便进一步联系和确认身份信息后进行操作处理此事！",1,fake_public_security
"科大御花苑戴孟军祝您及家人元宵佳节节日快乐！有关购房事宜随时欢迎来电来访咨询xxxxxxxxxxx",0,normal
"点赞关注就能赚钱，这是商家推广费，信誉单需要你垫一点，完成后本金佣金一起返。",2,fake_part_time
"“祖名旗舰店欢迎您！斤豆卷只需DIGIT元即可购就送鸡味块。买满DIGIT元更可减半斤干货哦~赶快下单吧！”",0,normal
"亲爱的顾，你好!你想拥有一张明星小V脸吗?三八节到了赶快行动吧!活动期间xD面部支架买一赠一活动开始了!珍欣美容院",0,normal
"我在八一路有套xxx平方的清水房（二楼，有电梯）要出售，xx万。（不讲价，房产证手续费我出。）如您周围想买房",0,normal
"您好！我是云南公安警察。我们发现您的身份证可能已经被泄露了卡上存在不明来历的钱款问题需要您配合调查否则可能会面临法律责任哦~我们已经通过微信添加了你现在请你下载一个叫做“窝窝”的APP然后打开视频通话功能以便我们可以进行更详细的沟通，请您放心我们是正规执法机构，不会对您的人身安全有威胁。请不要担心害怕也不要试图关闭或者挂断电话。",1,fake_public_security
"宝妈学生党看过来！无需押金，点赞关注立返佣金，多劳多得，日入百元很轻松。",2,fake_part_time
"恭喜您从千万用户中脱颖而出，成为我司‘感恩回馈’活动的幸运得主，奖金10万元已为您预留。请支付奖金发放所需的审计费。",6,fake_lottery
